"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RPP40",0.986521629204802,2.16730147635745,13.4301228237292,4.09582523962807e-36,1.40101833304016e-35,70.993528732576
"NUP93",0.898941209109324,5.63679328965367,13.4288155558878,4.15170528956369e-36,1.41982798360106e-35,70.4396888332178
"ARHGEF11",-0.69221055835352,5.88578577352721,-13.4283035764625,4.17379659609239e-36,1.42707674263648e-35,70.2828927946083
"TMEM86A",1.15002756616555,3.32273691178513,13.4282293247944,4.17701017629813e-36,1.42786923032795e-35,70.8601406112589
"LRRK1",-1.02865371070663,5.07240325188414,-13.4248827694063,4.3244357279043e-36,1.47794823119199e-35,70.2870134170531
"FRA10AC1",-0.766835100375928,4.43038288326148,-13.4195323438686,4.57098003835711e-36,1.56187399381377e-35,70.3403130722064
"LAMTOR2",1.11978641350749,5.42222146769413,13.4189213186959,4.60001190581108e-36,1.57145713198947e-35,70.4085214584076
"TSHR",-1.88816960963902,-2.6605483702384,-13.4173820119078,4.6739664373719e-36,1.59637936601046e-35,71.038665433779
"UBTD1",-0.835845708071489,3.47771746471314,-13.4170263052324,4.69122381315442e-36,1.60193032522882e-35,70.4874281987913
"CDC42SE1",-0.55748999175955,7.12605121897458,-13.4162309709537,4.73004003426419e-36,1.6148391121476e-35,70.1489922220346
"FMNL2",-0.936858548521707,5.02609986611211,-13.4160464198054,4.73909267604069e-36,1.61758323888841e-35,70.2054828123648
