"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ODC1",-0.0395979169786305,5.43207635012339,-0.450204000655645,0.652640156620725,0.67146869713819,-8.57887071128609
"FAM178B",-0.0748509180652234,-0.341991553660982,-0.44976652564399,0.652955517137598,0.671750656018955,-7.72527486977854
"MGMT",-0.0350385179695909,4.80392891491921,-0.44933046006383,0.653269923440535,0.672031597608172,-8.46785652908636
"CCDC74B",-0.0799570485690584,2.43845391103887,-0.448005260945236,0.65422577933478,0.67297233370499,-8.02258505802484
"CYP21A2",0.0893663839908143,1.43454646168523,0.447769549981089,0.654395855373138,0.673104705887285,-7.87314481652226
"N6AMT1",0.0277866946342185,3.86538849190868,0.446512998548787,0.655302816552598,0.67399496570605,-8.27327743462437
"TTC12",-0.0377102892714869,3.83937194637325,-0.44539215768491,0.656112253570738,0.674784813278986,-8.27589417006297
"CYP4F8",0.153707298449424,-1.04716114084087,0.444573905353854,0.656703425843592,0.675350098720577,-7.66297536213648
"MT1F",-0.0454142875743027,2.62201742205819,-0.443576163790664,0.657424566980371,0.676048963464954,-8.04892634490415
"RALGPS1",0.0333314693767699,4.07771233210024,0.443134135967746,0.657744155106755,0.676334837201774,-8.31688363046072
"ZNF461",0.0219559232167272,2.62508956213418,0.442824766854789,0.65796786765121,0.676522095583206,-8.04734960168309
"ZNF732",-0.0563984691728951,-1.55793270105083,-0.439293759135369,0.660523396084484,0.67910675015021,-7.64239910688788
"HADHA",-0.0130669429380372,7.84919849734866,-0.438754865352228,0.660913764384034,0.67946514328064,-8.7340703785199
"BBS1",-0.0277518829786834,5.43052608487169,-0.438302524182641,0.661241506302297,0.679759110910168,-8.58167626016265
"UGT1A6",0.100336021187521,-5.02555262456978,0.437801828709865,0.66160435895309,0.680089133078075,-7.43133437459376
"LRGUK",0.0504912528732804,-0.140106724437884,0.437738196800168,0.661650478527731,0.68009355172353,-7.73904214430026
"ZBTB45",0.0246223739392892,4.08958080061904,0.437215467913935,0.662029394217553,0.680401156535718,-8.31945959697356
"KAT6A",-0.0301015302264398,6.51424955409619,-0.437209912812087,0.662033421465051,0.680401156535718,-8.69689394663241
"ZNF738",-0.0382147749190778,2.65416582487569,-0.43298323998956,0.665100435424119,0.683510065777744,-8.06049010753413
"ZNF729",-0.094515663498064,-4.55807463838224,-0.432153863124149,0.665702919957526,0.684085995851456,-7.45799941131779
"SNPH",-0.0653823179859687,2.7482355371942,-0.431674799228152,0.666051025007095,0.684400465605041,-8.07888765222131
